epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,16763.3,0.63954,0.50147,1.02363,0.97781,0.95236,0.97586,0.87642,0.37357,0.36142,0.60606,0.00439,0.00439,0.00439
87,17061.9,0.64033,0.50602,1.02244,0.97789,0.95263,0.97596,0.87663,0.37188,0.36018,0.60485,0.004324,0.004324,0.004324
88,17353.4,0.6375,0.50641,1.02021,0.97307,0.95854,0.9759,0.87752,0.37222,0.35928,0.60483,0.004258,0.004258,0.004258
89,17644.6,0.63479,0.50554,1.02225,0.97328,0.95849,0.97591,0.87837,0.37218,0.3594,0.60466,0.004192,0.004192,0.004192
90,17944.1,0.64066,0.50754,1.02603,0.97433,0.9585,0.97597,0.8787,0.37154,0.35887,0.6043,0.004126,0.004126,0.004126
91,18238,0.62755,0.50033,1.01868,0.97422,0.95838,0.97612,0.87861,0.37128,0.35621,0.60423,0.00406,0.00406,0.00406
92,18533.9,0.63323,0.50105,1.02339,0.97361,0.95853,0.97619,0.87893,0.3708,0.35463,0.604,0.003994,0.003994,0.003994
93,18824.3,0.62678,0.49414,1.02055,0.97351,0.95845,0.97615,0.87895,0.37039,0.35564,0.60382,0.003928,0.003928,0.003928
94,19185.2,0.62436,0.49615,1.01583,0.97352,0.95867,0.97618,0.87907,0.36982,0.35528,0.60351,0.003862,0.003862,0.003862
95,19462.6,0.61661,0.48688,1.01294,0.97368,0.95845,0.97621,0.87895,0.3694,0.35508,0.60332,0.003796,0.003796,0.003796
96,19741.8,0.6215,0.48616,1.0141,0.97456,0.95906,0.97631,0.87946,0.36899,0.35594,0.60308,0.00373,0.00373,0.00373
97,19942.1,0.60939,0.4749,1.00882,0.97455,0.95879,0.97635,0.87962,0.36874,0.35459,0.60285,0.003664,0.003664,0.003664
98,20114.7,0.61198,0.48168,1.00649,0.97452,0.95776,0.97635,0.88066,0.36915,0.35538,0.60289,0.003598,0.003598,0.003598
99,20288.5,0.61447,0.4725,1.00717,0.97455,0.95874,0.97634,0.88077,0.36901,0.35286,0.60237,0.003532,0.003532,0.003532
100,20462,0.6099,0.47487,1.00684,0.97455,0.95898,0.9764,0.88133,0.36881,0.35153,0.60215,0.003466,0.003466,0.003466
101,20635.3,0.60886,0.47264,1.00928,0.97456,0.95925,0.97638,0.88081,0.36862,0.35167,0.60204,0.0034,0.0034,0.0034
102,20843.5,0.59533,0.46314,0.99943,0.97456,0.95934,0.97642,0.88118,0.36864,0.35226,0.60191,0.003334,0.003334,0.003334
103,21119.9,0.60187,0.47828,1.00382,0.97455,0.95906,0.9764,0.88175,0.36831,0.3504,0.60162,0.003268,0.003268,0.003268
104,21381.5,0.59139,0.4599,0.9968,0.97455,0.95908,0.97644,0.88225,0.36814,0.34894,0.60152,0.003202,0.003202,0.003202
105,21661,0.58942,0.46608,0.99668,0.97456,0.95916,0.9765,0.88279,0.36793,0.34587,0.60142,0.003136,0.003136,0.003136
106,21949.6,0.58638,0.46455,0.9943,0.97456,0.95929,0.97657,0.88347,0.36789,0.34695,0.60137,0.00307,0.00307,0.00307
107,22231.5,0.58437,0.44878,0.99358,0.9745,0.95957,0.97661,0.88289,0.36737,0.34633,0.60115,0.003004,0.003004,0.003004
108,22517.2,0.58419,0.45466,0.99139,0.97443,0.95961,0.97666,0.88379,0.36713,0.34494,0.60102,0.002938,0.002938,0.002938
109,22737.4,0.58021,0.45015,0.9914,0.97458,0.95973,0.97674,0.88393,0.36693,0.34516,0.60076,0.002872,0.002872,0.002872
110,22939.4,0.57686,0.45088,0.98443,0.97673,0.95407,0.97685,0.88435,0.36661,0.34414,0.60041,0.002806,0.002806,0.002806
111,23157.2,0.57392,0.44742,0.98811,0.97676,0.95396,0.97688,0.88568,0.36605,0.34198,0.6002,0.00274,0.00274,0.00274
112,23360,0.57384,0.44908,0.98654,0.97677,0.95382,0.97689,0.88409,0.36639,0.34116,0.60052,0.002674,0.002674,0.002674
113,23626,0.5666,0.44203,0.98299,0.97672,0.95383,0.97696,0.88474,0.36664,0.33845,0.60053,0.002608,0.002608,0.002608
114,23872.4,0.56708,0.44579,0.9852,0.97644,0.95421,0.97701,0.88471,0.36658,0.33632,0.60049,0.002542,0.002542,0.002542
115,24160.8,0.55563,0.43567,0.98097,0.96499,0.96368,0.97711,0.88479,0.36633,0.33492,0.60036,0.002476,0.002476,0.002476
116,24431.2,0.55673,0.43635,0.98163,0.96495,0.96343,0.97712,0.88485,0.3663,0.33399,0.60022,0.00241,0.00241,0.00241
117,24656.4,0.55081,0.42573,0.97664,0.97778,0.95417,0.97711,0.88547,0.36622,0.33155,0.60013,0.002344,0.002344,0.002344
118,24860.2,0.55908,0.43043,0.98066,0.97778,0.95421,0.97713,0.88568,0.36638,0.33005,0.60012,0.002278,0.002278,0.002278
119,25067.8,0.56024,0.42657,0.97996,0.97779,0.95417,0.97713,0.88517,0.36646,0.32997,0.60022,0.002212,0.002212,0.002212
120,25345.1,0.54565,0.41778,0.9733,0.97662,0.95939,0.97724,0.88571,0.36644,0.33104,0.60019,0.002146,0.002146,0.002146
121,25592.3,0.53992,0.41696,0.97327,0.97662,0.95923,0.97726,0.88551,0.36602,0.3321,0.5999,0.00208,0.00208,0.00208
122,25820.9,0.54684,0.42273,0.97731,0.97662,0.95926,0.97729,0.8852,0.36591,0.33056,0.59977,0.002014,0.002014,0.002014
123,26033.1,0.53925,0.41706,0.9726,0.96869,0.96382,0.97733,0.88623,0.36557,0.32894,0.59948,0.001948,0.001948,0.001948
124,26232.5,0.52603,0.41125,0.96899,0.96981,0.96388,0.97736,0.88572,0.3653,0.32726,0.59915,0.001882,0.001882,0.001882
125,26432.8,0.53096,0.40403,0.96962,0.96873,0.96403,0.97738,0.88652,0.3649,0.3261,0.59897,0.001816,0.001816,0.001816
126,26633.2,0.52892,0.40608,0.9669,0.96962,0.96338,0.97741,0.88647,0.36441,0.32465,0.59862,0.00175,0.00175,0.00175
127,26838,0.5281,0.41121,0.96852,0.97015,0.96335,0.97741,0.88645,0.36377,0.32232,0.59834,0.001684,0.001684,0.001684
128,27040.3,0.52403,0.40252,0.96362,0.97025,0.96349,0.97743,0.88689,0.36333,0.32192,0.59818,0.001618,0.001618,0.001618
129,27250.2,0.51432,0.39422,0.95389,0.97054,0.96347,0.97749,0.88785,0.36294,0.32123,0.59804,0.001552,0.001552,0.001552
130,27528.4,0.52093,0.3934,0.96778,0.97079,0.9636,0.97759,0.88851,0.36237,0.32181,0.59767,0.001486,0.001486,0.001486
131,27754.6,0.51103,0.39074,0.96283,0.97007,0.96378,0.97763,0.88856,0.36325,0.32063,0.59832,0.00142,0.00142,0.00142
132,27964.4,0.51186,0.38989,0.96385,0.9702,0.96384,0.9776,0.88952,0.3634,0.32002,0.59842,0.001354,0.001354,0.001354
133,28198.9,0.51229,0.38955,0.96165,0.9702,0.964,0.97761,0.88916,0.3633,0.31922,0.59829,0.001288,0.001288,0.001288
134,28401.5,0.50215,0.38527,0.95438,0.97031,0.96404,0.97765,0.8897,0.36299,0.31767,0.59814,0.001222,0.001222,0.001222
135,28601.1,0.50648,0.38464,0.95999,0.97023,0.96413,0.97763,0.8898,0.36272,0.316,0.59798,0.001156,0.001156,0.001156
136,28800.3,0.49427,0.38211,0.95362,0.97028,0.96424,0.97766,0.89009,0.36281,0.31501,0.59804,0.00109,0.00109,0.00109
137,29012.3,0.50122,0.37778,0.95708,0.9705,0.96439,0.9777,0.88988,0.36246,0.31398,0.59778,0.001024,0.001024,0.001024
138,29211.9,0.48457,0.37516,0.94836,0.97099,0.96443,0.97764,0.88972,0.36202,0.31243,0.59766,0.000958,0.000958,0.000958
139,29416.9,0.48413,0.37052,0.94903,0.97213,0.96446,0.97765,0.88992,0.36173,0.31108,0.59754,0.000892,0.000892,0.000892
140,29620.9,0.47477,0.36155,0.94097,0.97244,0.96444,0.97769,0.89057,0.36158,0.31053,0.59744,0.000826,0.000826,0.000826
141,29926.6,0.42502,0.27486,0.90077,0.97261,0.96442,0.97775,0.89115,0.36142,0.30964,0.59752,0.00076,0.00076,0.00076
142,30184.2,0.41139,0.2689,0.89557,0.97267,0.96441,0.97789,0.89135,0.36153,0.30756,0.5973,0.000694,0.000694,0.000694
143,30433.2,0.40657,0.26187,0.89603,0.97271,0.96446,0.97791,0.8914,0.36143,0.30574,0.59734,0.000628,0.000628,0.000628
144,30645.3,0.39974,0.26366,0.88966,0.97272,0.96451,0.97795,0.89205,0.36131,0.30399,0.59734,0.000562,0.000562,0.000562
145,30850,0.39156,0.24765,0.88713,0.97269,0.96568,0.97794,0.89169,0.36122,0.30219,0.59722,0.000496,0.000496,0.000496
146,31111.1,0.39174,0.25394,0.88641,0.97218,0.96568,0.97792,0.89203,0.3607,0.30052,0.59714,0.00043,0.00043,0.00043
147,31378.5,0.3832,0.24929,0.88474,0.97195,0.96568,0.97799,0.89222,0.36043,0.2982,0.59708,0.000364,0.000364,0.000364
148,31642.6,0.38434,0.24587,0.88317,0.97177,0.96568,0.97797,0.89225,0.35993,0.29605,0.59694,0.000298,0.000298,0.000298
149,31868.9,0.38095,0.24938,0.882,0.97029,0.96623,0.97804,0.89272,0.35999,0.29433,0.59691,0.000232,0.000232,0.000232
150,32125.6,0.37804,0.24301,0.88176,0.97037,0.96617,0.97801,0.89314,0.35932,0.29301,0.59682,0.000166,0.000166,0.000166
