epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,14185.6,0.50008,0.39595,0.95509,0.9753,0.955,0.97509,0.88866,0.47875,0.34583,0.8075,9.0793e-06,9.0793e-06,9.0793e-06
95,14336.7,0.51699,0.39882,0.96287,0.97523,0.955,0.97509,0.88958,0.47946,0.34799,0.8082,9.0694e-06,9.0694e-06,9.0694e-06
96,14487,0.50933,0.39259,0.95696,0.9761,0.9558,0.97527,0.89026,0.47914,0.34766,0.80835,9.0595e-06,9.0595e-06,9.0595e-06
97,14637.8,0.50746,0.39362,0.95592,0.97635,0.95566,0.97518,0.88918,0.47933,0.3477,0.80854,9.0496e-06,9.0496e-06,9.0496e-06
98,14788.5,0.49975,0.38686,0.95546,0.97645,0.95562,0.97539,0.88821,0.47919,0.34647,0.8087,9.0397e-06,9.0397e-06,9.0397e-06
99,14939.3,0.50644,0.38897,0.95477,0.97634,0.95557,0.97536,0.88966,0.47851,0.34734,0.80855,9.0298e-06,9.0298e-06,9.0298e-06
100,15090.1,0.50497,0.39142,0.95332,0.97625,0.95558,0.97547,0.88971,0.47736,0.34664,0.80792,9.0199e-06,9.0199e-06,9.0199e-06
101,15240.7,0.5015,0.38743,0.95164,0.9737,0.95929,0.97545,0.89062,0.47684,0.34519,0.80763,9.01e-06,9.01e-06,9.01e-06
102,15391.3,0.49879,0.39214,0.95315,0.97446,0.95924,0.97552,0.89021,0.47683,0.34407,0.80769,9.0001e-06,9.0001e-06,9.0001e-06
103,15541.6,0.50684,0.39453,0.95954,0.97494,0.95899,0.97567,0.89238,0.47628,0.34027,0.80703,8.9902e-06,8.9902e-06,8.9902e-06
104,15693.5,0.50442,0.3874,0.95297,0.97319,0.9603,0.97558,0.89279,0.47551,0.33815,0.80653,8.9803e-06,8.9803e-06,8.9803e-06
105,15844.2,0.50292,0.38974,0.95677,0.97264,0.9603,0.97555,0.89283,0.47487,0.33614,0.80631,8.9704e-06,8.9704e-06,8.9704e-06
106,15994.6,0.50108,0.3884,0.95844,0.97342,0.96021,0.97555,0.89277,0.47461,0.33296,0.80612,8.9605e-06,8.9605e-06,8.9605e-06
107,16145.1,0.49742,0.38392,0.95368,0.97348,0.95999,0.97566,0.89284,0.47436,0.33166,0.80578,8.9506e-06,8.9506e-06,8.9506e-06
108,16295.9,0.5002,0.38415,0.9572,0.96569,0.9684,0.97575,0.89181,0.4754,0.32975,0.8066,8.9407e-06,8.9407e-06,8.9407e-06
109,16446.3,0.49614,0.38692,0.95271,0.96569,0.96834,0.97584,0.89208,0.47518,0.32794,0.8066,8.9308e-06,8.9308e-06,8.9308e-06
110,16596.8,0.49612,0.38567,0.95719,0.9657,0.96879,0.97593,0.89332,0.47606,0.32734,0.80758,8.9209e-06,8.9209e-06,8.9209e-06
111,16747.2,0.49212,0.38116,0.95155,0.96537,0.96878,0.97601,0.89241,0.47563,0.32696,0.80713,8.911e-06,8.911e-06,8.911e-06
112,16898,0.49716,0.39033,0.95262,0.97459,0.9603,0.97607,0.89196,0.47625,0.32695,0.80774,8.9011e-06,8.9011e-06,8.9011e-06
113,17048.3,0.48186,0.37427,0.94884,0.97462,0.9603,0.97621,0.89234,0.47625,0.32545,0.80765,8.8912e-06,8.8912e-06,8.8912e-06
114,17198.7,0.49408,0.38015,0.95141,0.97515,0.95894,0.97621,0.89234,0.47626,0.3257,0.80744,8.8813e-06,8.8813e-06,8.8813e-06
115,17349.6,0.49069,0.38299,0.95154,0.97513,0.95911,0.97628,0.89284,0.47609,0.32579,0.80721,8.8714e-06,8.8714e-06,8.8714e-06
116,17500,0.49054,0.3806,0.95061,0.97509,0.95945,0.97632,0.89193,0.47576,0.32617,0.80716,8.8615e-06,8.8615e-06,8.8615e-06
117,17650.4,0.48213,0.37776,0.94921,0.97505,0.95934,0.97641,0.89202,0.47589,0.32602,0.80721,8.8516e-06,8.8516e-06,8.8516e-06
118,17800.8,0.48963,0.38095,0.95134,0.97496,0.95984,0.97645,0.89283,0.47608,0.32578,0.8076,8.8417e-06,8.8417e-06,8.8417e-06
119,17951.3,0.48886,0.37807,0.9507,0.96551,0.96974,0.97654,0.89285,0.47517,0.32549,0.80697,8.8318e-06,8.8318e-06,8.8318e-06
120,18101.8,0.48663,0.371,0.94827,0.97499,0.95975,0.97653,0.89294,0.47522,0.32564,0.80693,8.8219e-06,8.8219e-06,8.8219e-06
121,18252.2,0.48846,0.37691,0.9478,0.97506,0.95959,0.97652,0.89247,0.47543,0.32523,0.80702,8.812e-06,8.812e-06,8.812e-06
122,18402.6,0.48314,0.36381,0.94284,0.97514,0.95909,0.97653,0.8932,0.47626,0.32551,0.80778,8.8021e-06,8.8021e-06,8.8021e-06
123,18553.3,0.4793,0.36997,0.9432,0.97518,0.95874,0.97648,0.89419,0.47618,0.32422,0.80771,8.7922e-06,8.7922e-06,8.7922e-06
124,18703.6,0.48295,0.36982,0.94606,0.97519,0.95853,0.97648,0.89389,0.47569,0.32426,0.80727,8.7823e-06,8.7823e-06,8.7823e-06
125,18854.4,0.47839,0.37274,0.94337,0.9752,0.95873,0.97653,0.89371,0.47575,0.3252,0.80724,8.7724e-06,8.7724e-06,8.7724e-06
126,19005.3,0.48174,0.36976,0.9451,0.97474,0.96358,0.97651,0.89309,0.47592,0.3241,0.80721,8.7625e-06,8.7625e-06,8.7625e-06
127,19155.7,0.4815,0.36911,0.94764,0.97481,0.9636,0.9765,0.89338,0.47594,0.32304,0.80744,8.7526e-06,8.7526e-06,8.7526e-06
128,19306.4,0.48374,0.37243,0.94429,0.97587,0.96336,0.97651,0.89316,0.47597,0.32332,0.80754,8.7427e-06,8.7427e-06,8.7427e-06
129,19456.5,0.48341,0.37178,0.94492,0.97443,0.96372,0.97652,0.89325,0.47608,0.32283,0.80754,8.7328e-06,8.7328e-06,8.7328e-06
130,19606.7,0.47754,0.36971,0.94343,0.97452,0.96371,0.97647,0.89395,0.4756,0.32141,0.80745,8.7229e-06,8.7229e-06,8.7229e-06
131,19757.5,0.48068,0.36446,0.94304,0.97465,0.96365,0.97646,0.89302,0.47555,0.32179,0.80754,8.713e-06,8.713e-06,8.713e-06
132,19908.2,0.48088,0.37093,0.94283,0.97481,0.96368,0.97644,0.8934,0.47549,0.32143,0.80762,8.7031e-06,8.7031e-06,8.7031e-06
133,20059.9,0.4826,0.36926,0.94349,0.97499,0.9637,0.97635,0.89325,0.47557,0.32284,0.80765,8.6932e-06,8.6932e-06,8.6932e-06
134,20210.3,0.47825,0.36843,0.94239,0.97542,0.9636,0.97638,0.89381,0.47529,0.32358,0.80755,8.6833e-06,8.6833e-06,8.6833e-06
135,20360.6,0.47767,0.3679,0.94704,0.9752,0.96364,0.9764,0.89288,0.47523,0.32494,0.80764,8.6734e-06,8.6734e-06,8.6734e-06
136,20511.2,0.47615,0.36319,0.94382,0.97504,0.96368,0.97643,0.8926,0.4754,0.32462,0.8077,8.6635e-06,8.6635e-06,8.6635e-06
137,20661.5,0.47628,0.36423,0.94332,0.97515,0.96373,0.97642,0.89204,0.47522,0.32475,0.80766,8.6536e-06,8.6536e-06,8.6536e-06
138,20811.8,0.47275,0.36669,0.9406,0.97532,0.96368,0.97641,0.89251,0.47522,0.32502,0.80782,8.6437e-06,8.6437e-06,8.6437e-06
139,20962.5,0.4737,0.36464,0.94196,0.9753,0.96381,0.97641,0.89242,0.47482,0.32518,0.8079,8.6338e-06,8.6338e-06,8.6338e-06
140,21113,0.47387,0.36485,0.94143,0.97535,0.9638,0.97644,0.89297,0.47499,0.32555,0.80811,8.6239e-06,8.6239e-06,8.6239e-06
141,21264.7,0.46963,0.35893,0.93584,0.97523,0.96387,0.97644,0.89286,0.47501,0.32633,0.80829,8.614e-06,8.614e-06,8.614e-06
142,21415.1,0.47663,0.35952,0.94036,0.97518,0.96398,0.97642,0.89341,0.47488,0.32735,0.80845,8.6041e-06,8.6041e-06,8.6041e-06
143,21565.8,0.46572,0.35706,0.93633,0.97505,0.96407,0.97642,0.89514,0.47487,0.32722,0.80854,8.5942e-06,8.5942e-06,8.5942e-06
144,21716.3,0.46842,0.35827,0.94025,0.97494,0.9642,0.9765,0.89491,0.47495,0.32697,0.80858,8.5843e-06,8.5843e-06,8.5843e-06
145,21866.9,0.46746,0.36396,0.93691,0.97496,0.96427,0.97649,0.89389,0.4749,0.32681,0.80894,8.5744e-06,8.5744e-06,8.5744e-06
146,22018,0.47049,0.35397,0.93919,0.97497,0.9644,0.97646,0.8947,0.47494,0.32764,0.80895,8.5645e-06,8.5645e-06,8.5645e-06
147,22168.1,0.46832,0.36027,0.94187,0.97495,0.96444,0.97651,0.89446,0.47545,0.3282,0.80949,8.5546e-06,8.5546e-06,8.5546e-06
148,22319,0.46936,0.36022,0.94133,0.97473,0.96444,0.97642,0.89353,0.4752,0.32719,0.80939,8.5447e-06,8.5447e-06,8.5447e-06
149,22469.5,0.45946,0.35425,0.93402,0.97462,0.96444,0.97644,0.89292,0.47535,0.32734,0.80948,8.5348e-06,8.5348e-06,8.5348e-06
150,22620,0.46812,0.35564,0.94161,0.97476,0.96444,0.9764,0.89245,0.47522,0.32716,0.8096,8.5249e-06,8.5249e-06,8.5249e-06
151,22770.6,0.45497,0.34484,0.92925,0.97453,0.96444,0.97647,0.89385,0.47525,0.32728,0.80964,8.515e-06,8.515e-06,8.515e-06
152,22920.9,0.46331,0.35311,0.93183,0.97497,0.96444,0.97645,0.89359,0.47531,0.32659,0.80983,8.5051e-06,8.5051e-06,8.5051e-06
153,23071.4,0.46334,0.35745,0.9342,0.97517,0.96441,0.97648,0.89325,0.47516,0.32612,0.80983,8.4952e-06,8.4952e-06,8.4952e-06
154,23221.8,0.4587,0.35051,0.93498,0.97613,0.96401,0.97641,0.89445,0.47523,0.3263,0.80999,8.4853e-06,8.4853e-06,8.4853e-06
155,23372.3,0.46178,0.35083,0.93664,0.9752,0.9643,0.97641,0.89512,0.47542,0.32562,0.81016,8.4754e-06,8.4754e-06,8.4754e-06
156,23523,0.45921,0.3538,0.93242,0.97676,0.96361,0.97636,0.89427,0.47491,0.32563,0.80979,8.4655e-06,8.4655e-06,8.4655e-06
157,23673.8,0.45631,0.35205,0.93425,0.97672,0.96204,0.97641,0.89391,0.47501,0.32586,0.81007,8.4556e-06,8.4556e-06,8.4556e-06
158,23824.9,0.45721,0.34888,0.9322,0.97672,0.96203,0.97642,0.89372,0.47517,0.32448,0.81009,8.4457e-06,8.4457e-06,8.4457e-06
159,23975.5,0.45661,0.35229,0.93379,0.97672,0.9618,0.97641,0.89312,0.47515,0.32465,0.81028,8.4358e-06,8.4358e-06,8.4358e-06
160,24125.6,0.45499,0.35014,0.93564,0.97672,0.96189,0.97639,0.89384,0.47545,0.32513,0.81045,8.4259e-06,8.4259e-06,8.4259e-06
161,24275.8,0.45646,0.34482,0.93058,0.97674,0.96296,0.97652,0.89417,0.47542,0.32432,0.81062,8.416e-06,8.416e-06,8.416e-06
162,24426.5,0.45588,0.34957,0.9359,0.97677,0.96394,0.97647,0.89351,0.47538,0.3241,0.81061,8.4061e-06,8.4061e-06,8.4061e-06
163,24576.8,0.45342,0.34587,0.93449,0.97678,0.96436,0.97646,0.89352,0.47523,0.32474,0.81072,8.3962e-06,8.3962e-06,8.3962e-06
