epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,16109.5,0.66701,0.38753,0.96227,0.95455,0.95918,0.98067,0.8101,0.64701,0.96566,0.83511,8.9407e-06,8.9407e-06,8.9407e-06
109,16258.2,0.66868,0.38968,0.96587,0.95519,0.95896,0.98035,0.81109,0.64705,0.95447,0.83589,8.9308e-06,8.9308e-06,8.9308e-06
110,16406.2,0.66839,0.38501,0.96407,0.95609,0.95671,0.98029,0.81044,0.64685,0.94494,0.836,8.9209e-06,8.9209e-06,8.9209e-06
111,16554.9,0.66737,0.38502,0.96536,0.95778,0.9547,0.98034,0.81165,0.64615,0.92838,0.83593,8.911e-06,8.911e-06,8.911e-06
112,16702.8,0.65902,0.3827,0.95733,0.95271,0.96115,0.98041,0.8118,0.64569,0.92642,0.83605,8.9011e-06,8.9011e-06,8.9011e-06
113,16852.5,0.65951,0.37969,0.9582,0.95314,0.96115,0.98045,0.81323,0.64565,0.911,0.8365,8.8912e-06,8.8912e-06,8.8912e-06
114,17001.7,0.66123,0.38554,0.9634,0.95594,0.96006,0.98012,0.81164,0.64569,0.90912,0.83638,8.8813e-06,8.8813e-06,8.8813e-06
115,17151.1,0.64757,0.37596,0.95495,0.95481,0.96096,0.98043,0.81226,0.64583,0.90351,0.83645,8.8714e-06,8.8714e-06,8.8714e-06
116,17299.9,0.65342,0.3794,0.95846,0.9548,0.95987,0.97949,0.81216,0.64509,0.90467,0.83603,8.8615e-06,8.8615e-06,8.8615e-06
117,17449,0.65469,0.37799,0.95701,0.96064,0.95531,0.97956,0.81224,0.64396,0.91047,0.83543,8.8516e-06,8.8516e-06,8.8516e-06
118,17597.3,0.64913,0.37319,0.95292,0.96185,0.95459,0.97921,0.81175,0.64312,0.92887,0.83523,8.8417e-06,8.8417e-06,8.8417e-06
119,17745.9,0.65302,0.37993,0.95916,0.95539,0.96006,0.97913,0.81146,0.64237,0.94554,0.83483,8.8318e-06,8.8318e-06,8.8318e-06
120,17894.5,0.64591,0.37872,0.9544,0.96147,0.95614,0.9802,0.813,0.64185,0.94499,0.8351,8.8219e-06,8.8219e-06,8.8219e-06
121,18042.9,0.64716,0.37518,0.9548,0.96182,0.95568,0.98,0.81306,0.64157,0.94761,0.83457,8.812e-06,8.812e-06,8.812e-06
122,18190.5,0.64669,0.37468,0.95569,0.96154,0.95568,0.97944,0.81309,0.64134,0.95332,0.83439,8.8021e-06,8.8021e-06,8.8021e-06
123,18339.8,0.64582,0.37362,0.9536,0.96173,0.95568,0.97959,0.81364,0.64198,0.95388,0.83507,8.7922e-06,8.7922e-06,8.7922e-06
124,18489.6,0.63643,0.37135,0.94905,0.96269,0.95568,0.97951,0.81216,0.64151,0.94944,0.83467,8.7823e-06,8.7823e-06,8.7823e-06
125,18638.5,0.63762,0.37118,0.95383,0.96265,0.95568,0.97825,0.813,0.64222,0.95733,0.83548,8.7724e-06,8.7724e-06,8.7724e-06
126,18785.9,0.64051,0.37452,0.95519,0.96153,0.95459,0.97742,0.81338,0.64164,0.96659,0.83551,8.7625e-06,8.7625e-06,8.7625e-06
127,18933.9,0.6449,0.37291,0.95371,0.96182,0.95459,0.97736,0.81321,0.64155,0.97538,0.83518,8.7526e-06,8.7526e-06,8.7526e-06
128,19083.1,0.64322,0.37581,0.95235,0.96171,0.95459,0.97728,0.81294,0.64208,0.98362,0.8354,8.7427e-06,8.7427e-06,8.7427e-06
129,19231.7,0.63496,0.37122,0.95026,0.96178,0.95459,0.97663,0.8133,0.64213,1.01214,0.83545,8.7328e-06,8.7328e-06,8.7328e-06
130,19379.9,0.63648,0.37164,0.95138,0.96187,0.95459,0.97667,0.8129,0.6423,1.0128,0.83572,8.7229e-06,8.7229e-06,8.7229e-06
131,19528.8,0.63295,0.36754,0.94815,0.96211,0.95409,0.97716,0.81296,0.64262,0.98727,0.83584,8.713e-06,8.713e-06,8.713e-06
132,19677.4,0.62927,0.36717,0.94648,0.96214,0.95348,0.97722,0.81242,0.64202,0.98204,0.8355,8.7031e-06,8.7031e-06,8.7031e-06
133,19826.2,0.63451,0.36934,0.9492,0.95601,0.95967,0.97719,0.81309,0.64252,0.98247,0.83574,8.6932e-06,8.6932e-06,8.6932e-06
134,19974.7,0.63295,0.36688,0.95024,0.956,0.95977,0.9773,0.81279,0.64242,0.97825,0.83586,8.6833e-06,8.6833e-06,8.6833e-06
135,20123.5,0.62881,0.36859,0.94967,0.95614,0.9591,0.97735,0.81388,0.64236,0.97627,0.83618,8.6734e-06,8.6734e-06,8.6734e-06
136,20271.2,0.62407,0.36373,0.94494,0.95612,0.95921,0.9773,0.81321,0.64327,0.97532,0.83706,8.6635e-06,8.6635e-06,8.6635e-06
137,20418.7,0.63674,0.37073,0.95057,0.95616,0.95787,0.97723,0.81364,0.64327,0.97295,0.83705,8.6536e-06,8.6536e-06,8.6536e-06
138,20567.9,0.6329,0.37042,0.94988,0.95669,0.95896,0.97714,0.81347,0.64309,0.96851,0.83677,8.6437e-06,8.6437e-06,8.6437e-06
139,20717.1,0.63028,0.36654,0.94584,0.9573,0.96002,0.97718,0.81293,0.64258,0.96498,0.8364,8.6338e-06,8.6338e-06,8.6338e-06
140,20865.9,0.63141,0.36728,0.95118,0.95726,0.96075,0.97719,0.81246,0.64233,0.96263,0.83614,8.6239e-06,8.6239e-06,8.6239e-06
141,21014.4,0.62226,0.36179,0.94791,0.95729,0.96087,0.9772,0.81306,0.64181,0.95902,0.83564,8.614e-06,8.614e-06,8.614e-06
142,21163.2,0.62375,0.36567,0.94562,0.95733,0.96099,0.97732,0.81322,0.64177,0.9522,0.83531,8.6041e-06,8.6041e-06,8.6041e-06
143,21311.6,0.61929,0.35903,0.94652,0.95736,0.96089,0.97723,0.8133,0.64165,0.95048,0.83539,8.5942e-06,8.5942e-06,8.5942e-06
