epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1656.35,0.70105,0.44289,0.95638,0.94593,0.95667,0.97419,0.78278,0.65263,1.52985,0.82401,9.8515e-06,9.8515e-06,9.8515e-06
17,1758.85,0.68659,0.43709,0.95236,0.9584,0.95535,0.97161,0.78055,0.67188,1.38492,0.83552,9.8416e-06,9.8416e-06,9.8416e-06
18,1861,0.69531,0.43392,0.95304,0.96056,0.95219,0.98014,0.79113,0.64708,1.3605,0.82294,9.8317e-06,9.8317e-06,9.8317e-06
19,1963.37,0.68604,0.42987,0.94652,0.96349,0.96242,0.98032,0.79093,0.64055,1.28572,0.82512,9.8218e-06,9.8218e-06,9.8218e-06
20,2065.55,0.68147,0.43055,0.94839,0.95126,0.95962,0.97924,0.78728,0.6548,1.46521,0.83265,9.8119e-06,9.8119e-06,9.8119e-06
21,2167.97,0.6817,0.42666,0.9489,0.96284,0.95149,0.97841,0.7897,0.64988,1.10406,0.82584,9.802e-06,9.802e-06,9.802e-06
22,2270.27,0.67399,0.4235,0.94804,0.95981,0.95131,0.97741,0.79145,0.63888,1.15375,0.82391,9.7921e-06,9.7921e-06,9.7921e-06
23,2372.69,0.67059,0.41838,0.94357,0.95691,0.95199,0.97613,0.78519,0.63849,1.23475,0.82493,9.7822e-06,9.7822e-06,9.7822e-06
24,2474.79,0.67513,0.41638,0.94712,0.95945,0.95459,0.97861,0.79346,0.65386,1.22199,0.83253,9.7723e-06,9.7723e-06,9.7723e-06
25,2577.27,0.66294,0.40171,0.93482,0.95076,0.95568,0.97822,0.79427,0.62407,1.25367,0.82555,9.7624e-06,9.7624e-06,9.7624e-06
26,2679.66,0.66426,0.41356,0.94328,0.95967,0.9519,0.9786,0.79696,0.62646,1.33487,0.81923,9.7525e-06,9.7525e-06,9.7525e-06
27,2782.18,0.65262,0.4046,0.93711,0.94452,0.95203,0.97527,0.77716,0.63537,1.24051,0.82699,9.7426e-06,9.7426e-06,9.7426e-06
28,2884.68,0.65732,0.40502,0.94296,0.96075,0.94584,0.97731,0.80478,0.62694,0.80047,0.82106,9.7327e-06,9.7327e-06,9.7327e-06
29,2987.12,0.65061,0.39983,0.9377,0.95777,0.96662,0.98072,0.80089,0.62089,0.99152,0.82527,9.7228e-06,9.7228e-06,9.7228e-06
30,3089.36,0.6513,0.40485,0.93543,0.94573,0.96006,0.97841,0.79762,0.63339,1.24574,0.82562,9.7129e-06,9.7129e-06,9.7129e-06
31,3191.59,0.64886,0.40111,0.93809,0.96031,0.95013,0.97936,0.79381,0.63321,1.14471,0.82549,9.703e-06,9.703e-06,9.703e-06
32,3293.51,0.63941,0.39063,0.93346,0.94512,0.9655,0.97983,0.80185,0.63504,0.82959,0.82125,9.6931e-06,9.6931e-06,9.6931e-06
33,3396.1,0.64447,0.39375,0.9313,0.9526,0.9599,0.98096,0.79915,0.63455,0.87868,0.81549,9.6832e-06,9.6832e-06,9.6832e-06
34,3498.5,0.63962,0.39044,0.93137,0.95661,0.95459,0.97576,0.79193,0.61944,1.03839,0.81792,9.6733e-06,9.6733e-06,9.6733e-06
35,3600.97,0.64444,0.39072,0.9304,0.95968,0.95465,0.98007,0.79493,0.63153,1.0091,0.82226,9.6634e-06,9.6634e-06,9.6634e-06
36,3703.48,0.63886,0.38838,0.92991,0.95144,0.95915,0.9777,0.80176,0.62904,1.07076,0.82034,9.6535e-06,9.6535e-06,9.6535e-06
37,3805.5,0.6237,0.38118,0.92429,0.95761,0.95678,0.98316,0.80598,0.6211,0.9123,0.82318,9.6436e-06,9.6436e-06,9.6436e-06
38,3908.11,0.63812,0.38834,0.93056,0.96692,0.95993,0.98069,0.80536,0.62893,0.94242,0.82318,9.6337e-06,9.6337e-06,9.6337e-06
39,4010.29,0.61257,0.37774,0.92114,0.96492,0.93645,0.97602,0.80223,0.62872,0.54846,0.82435,9.6238e-06,9.6238e-06,9.6238e-06
40,4112.45,0.62138,0.38281,0.92573,0.96382,0.94493,0.98112,0.81175,0.62787,0.70451,0.82088,9.6139e-06,9.6139e-06,9.6139e-06
41,4214.97,0.62513,0.38176,0.92429,0.96035,0.94882,0.98244,0.80268,0.6503,0.67553,0.82808,9.604e-06,9.604e-06,9.604e-06
42,4317,0.614,0.37106,0.92395,0.97161,0.95383,0.98303,0.80482,0.63201,0.61078,0.82324,9.5941e-06,9.5941e-06,9.5941e-06
43,4419.32,0.61655,0.37747,0.92372,0.96439,0.95847,0.9817,0.8148,0.60831,0.81318,0.81449,9.5842e-06,9.5842e-06,9.5842e-06
44,4521.52,0.62441,0.37707,0.92543,0.96596,0.95097,0.98034,0.81083,0.60754,0.53907,0.8158,9.5743e-06,9.5743e-06,9.5743e-06
45,4623.6,0.61611,0.3748,0.91943,0.96406,0.95568,0.98231,0.80653,0.61903,0.67438,0.81921,9.5644e-06,9.5644e-06,9.5644e-06
46,4726.07,0.61224,0.37789,0.92405,0.96548,0.95238,0.98171,0.81203,0.60708,0.66371,0.8186,9.5545e-06,9.5545e-06,9.5545e-06
47,4828.12,0.61121,0.37278,0.91762,0.96075,0.95349,0.97895,0.80349,0.61032,0.7644,0.82425,9.5446e-06,9.5446e-06,9.5446e-06
48,4930.22,0.60275,0.36542,0.91379,0.96677,0.94474,0.97998,0.80754,0.62416,0.74342,0.82499,9.5347e-06,9.5347e-06,9.5347e-06
49,5032.62,0.60803,0.36694,0.9218,0.96772,0.95234,0.98092,0.80773,0.62024,0.83541,0.826,9.5248e-06,9.5248e-06,9.5248e-06
50,5134.55,0.60622,0.36632,0.92046,0.96689,0.95883,0.98553,0.81129,0.61628,0.86019,0.82532,9.5149e-06,9.5149e-06,9.5149e-06
51,5236.85,0.5985,0.36598,0.91265,0.96688,0.95735,0.97999,0.81648,0.60532,0.8233,0.81887,9.505e-06,9.505e-06,9.505e-06
52,5339.32,0.60515,0.36398,0.91815,0.96419,0.94567,0.98112,0.81558,0.60977,0.60004,0.81567,9.4951e-06,9.4951e-06,9.4951e-06
53,5441.45,0.58461,0.35688,0.91059,0.96091,0.95349,0.98131,0.81193,0.61016,0.62522,0.81647,9.4852e-06,9.4852e-06,9.4852e-06
54,5543.55,0.6021,0.36661,0.91364,0.96645,0.95459,0.98214,0.81552,0.60084,0.69613,0.81703,9.4753e-06,9.4753e-06,9.4753e-06
55,5645.63,0.5903,0.35824,0.9109,0.95972,0.95568,0.98074,0.81135,0.6152,0.92364,0.81846,9.4654e-06,9.4654e-06,9.4654e-06
56,5747.82,0.59055,0.35831,0.91403,0.96197,0.95218,0.97572,0.80551,0.62141,1.01997,0.82006,9.4555e-06,9.4555e-06,9.4555e-06
57,5850.2,0.58561,0.35561,0.91013,0.96777,0.9482,0.97989,0.81362,0.61105,0.98088,0.81884,9.4456e-06,9.4456e-06,9.4456e-06
58,5952.11,0.59031,0.35423,0.90789,0.96113,0.95459,0.9805,0.81651,0.61021,0.76008,0.81772,9.4357e-06,9.4357e-06,9.4357e-06
59,6054.69,0.587,0.36102,0.91345,0.95942,0.95458,0.97883,0.81273,0.60789,0.66369,0.81577,9.4258e-06,9.4258e-06,9.4258e-06
60,6156.87,0.58848,0.35393,0.91288,0.96504,0.95922,0.9826,0.81564,0.60878,0.92459,0.81542,9.4159e-06,9.4159e-06,9.4159e-06
61,6258.92,0.59388,0.35178,0.90994,0.96249,0.95367,0.98142,0.81203,0.62101,1.02598,0.81929,9.406e-06,9.406e-06,9.406e-06
62,6361.08,0.58032,0.35034,0.91299,0.95841,0.94499,0.97672,0.81258,0.60897,0.79103,0.81622,9.3961e-06,9.3961e-06,9.3961e-06
63,6463.21,0.58318,0.34928,0.91241,0.95481,0.9524,0.97728,0.81498,0.62007,0.8248,0.82192,9.3862e-06,9.3862e-06,9.3862e-06
64,6565.3,0.58048,0.35296,0.9077,0.94921,0.95182,0.97278,0.8092,0.61227,0.91507,0.82038,9.3763e-06,9.3763e-06,9.3763e-06
65,6667.7,0.5749,0.3461,0.90482,0.9642,0.95047,0.97655,0.82007,0.59969,1.09502,0.81115,9.3664e-06,9.3664e-06,9.3664e-06
66,6769.9,0.56867,0.34305,0.9041,0.96131,0.95084,0.97805,0.81684,0.61016,1.17968,0.81785,9.3565e-06,9.3565e-06,9.3565e-06
67,6872.21,0.57181,0.34717,0.9059,0.96155,0.95296,0.97679,0.81708,0.6081,1.31067,0.8186,9.3466e-06,9.3466e-06,9.3466e-06
68,6974.75,0.57481,0.3448,0.90927,0.9621,0.95021,0.97606,0.81461,0.61273,1.16335,0.82249,9.3367e-06,9.3367e-06,9.3367e-06
69,7077.05,0.57204,0.34461,0.90583,0.95902,0.95568,0.97863,0.81557,0.63276,1.10137,0.82616,9.3268e-06,9.3268e-06,9.3268e-06
70,7179.22,0.58459,0.34815,0.91016,0.96018,0.95119,0.97776,0.8171,0.62226,1.12308,0.81976,9.3169e-06,9.3169e-06,9.3169e-06
71,7281.19,0.56782,0.33945,0.90494,0.96459,0.95574,0.97999,0.81899,0.61969,1.26518,0.82146,9.307e-06,9.307e-06,9.307e-06
72,7383.44,0.56808,0.34427,0.90613,0.95867,0.9524,0.97638,0.81382,0.61393,1.24153,0.82306,9.2971e-06,9.2971e-06,9.2971e-06
73,7485.7,0.56585,0.34299,0.90072,0.96114,0.9524,0.9773,0.81672,0.61174,1.04166,0.82538,9.2872e-06,9.2872e-06,9.2872e-06
74,7587.49,0.56843,0.33996,0.89984,0.95659,0.94764,0.97274,0.81443,0.61922,1.12441,0.82608,9.2773e-06,9.2773e-06,9.2773e-06
75,7689.68,0.55596,0.33896,0.90096,0.95151,0.95503,0.9726,0.8149,0.61248,1.21742,0.82298,9.2674e-06,9.2674e-06,9.2674e-06
76,7792.02,0.56406,0.34173,0.90059,0.95509,0.95407,0.97584,0.81726,0.61091,1.332,0.82188,9.2575e-06,9.2575e-06,9.2575e-06
77,7894.05,0.5742,0.34137,0.90318,0.95361,0.96025,0.97527,0.81352,0.61746,1.29511,0.82262,9.2476e-06,9.2476e-06,9.2476e-06
78,7996.1,0.56214,0.34264,0.9028,0.95496,0.95981,0.97672,0.8175,0.61887,1.21226,0.82543,9.2377e-06,9.2377e-06,9.2377e-06
79,8098.1,0.55798,0.33545,0.89679,0.9561,0.96409,0.97991,0.82001,0.60701,1.28273,0.82326,9.2278e-06,9.2278e-06,9.2278e-06
80,8200.32,0.55185,0.33209,0.89926,0.95532,0.95236,0.97696,0.81893,0.60729,1.18792,0.82377,9.2179e-06,9.2179e-06,9.2179e-06
81,8302.65,0.56231,0.336,0.90419,0.95897,0.94255,0.97682,0.81651,0.60636,1.18294,0.82716,9.208e-06,9.208e-06,9.208e-06
82,8404.69,0.55229,0.33224,0.8994,0.95783,0.96053,0.97668,0.82195,0.60423,1.13426,0.82242,9.1981e-06,9.1981e-06,9.1981e-06
83,8507.17,0.54636,0.33078,0.89934,0.96358,0.95676,0.97679,0.82164,0.60038,1.13931,0.82268,9.1882e-06,9.1882e-06,9.1882e-06
84,8609.57,0.55087,0.32624,0.89792,0.95272,0.96775,0.97814,0.81823,0.60872,1.09136,0.82404,9.1783e-06,9.1783e-06,9.1783e-06
85,8711.77,0.54788,0.33141,0.89779,0.95249,0.96745,0.97889,0.81934,0.60875,1.18831,0.8227,9.1684e-06,9.1684e-06,9.1684e-06
86,8813.97,0.54029,0.32791,0.89488,0.96004,0.95748,0.9787,0.81774,0.60809,1.1959,0.8254,9.1585e-06,9.1585e-06,9.1585e-06
87,8915.94,0.53988,0.32513,0.89393,0.95637,0.96115,0.97768,0.8177,0.61009,1.2464,0.82232,9.1486e-06,9.1486e-06,9.1486e-06
88,9018.13,0.5407,0.33011,0.894,0.95879,0.95601,0.9764,0.81653,0.61078,1.2863,0.82582,9.1387e-06,9.1387e-06,9.1387e-06
89,9120.35,0.55556,0.3313,0.89987,0.96252,0.95552,0.97848,0.81883,0.612,1.27367,0.82578,9.1288e-06,9.1288e-06,9.1288e-06
90,9222.47,0.54343,0.3259,0.89596,0.9612,0.95104,0.9758,0.82073,0.61185,1.27895,0.82273,9.1189e-06,9.1189e-06,9.1189e-06
91,9324.65,0.54228,0.32781,0.89615,0.96944,0.94521,0.97549,0.82,0.61653,1.20263,0.82546,9.109e-06,9.109e-06,9.109e-06
92,9426.79,0.54563,0.32824,0.89601,0.96838,0.94938,0.97924,0.81971,0.61073,1.16027,0.8215,9.0991e-06,9.0991e-06,9.0991e-06
93,9529.06,0.53585,0.32423,0.89195,0.96525,0.95945,0.97627,0.81765,0.60329,1.2232,0.81896,9.0892e-06,9.0892e-06,9.0892e-06
94,9631.23,0.54272,0.32325,0.89258,0.9641,0.96115,0.97722,0.81767,0.60674,1.16908,0.82186,9.0793e-06,9.0793e-06,9.0793e-06
95,9733.29,0.54281,0.32655,0.89413,0.9607,0.95678,0.97726,0.81685,0.61006,1.2122,0.82592,9.0694e-06,9.0694e-06,9.0694e-06
96,9835.46,0.54258,0.32371,0.89338,0.96289,0.95981,0.97836,0.81396,0.61198,1.23647,0.82219,9.0595e-06,9.0595e-06,9.0595e-06
97,9937.64,0.53352,0.32247,0.89451,0.96826,0.95151,0.97941,0.8156,0.61033,1.21832,0.82178,9.0496e-06,9.0496e-06,9.0496e-06
98,10039.5,0.53457,0.32324,0.89147,0.97166,0.94321,0.97915,0.81877,0.6136,1.22015,0.82209,9.0397e-06,9.0397e-06,9.0397e-06
99,10141.7,0.53369,0.32501,0.89367,0.96228,0.94626,0.97971,0.82094,0.60739,1.2232,0.81967,9.0298e-06,9.0298e-06,9.0298e-06
100,10243.6,0.54595,0.32922,0.89582,0.97049,0.94798,0.97918,0.81877,0.60651,1.15585,0.82154,9.0199e-06,9.0199e-06,9.0199e-06
101,10345.8,0.53924,0.32566,0.88992,0.96744,0.94879,0.97877,0.81845,0.61092,1.14906,0.82278,9.01e-06,9.01e-06,9.01e-06
102,10448,0.52813,0.31793,0.89102,0.96629,0.9524,0.98012,0.81958,0.60898,1.17187,0.82219,9.0001e-06,9.0001e-06,9.0001e-06
